Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.7959192848205566,0.044055464416742324,0.4704867935180664,0.34556471526622773,17.707033042033622,0.4267303191125393
2,0.9375865697860718,0.02320190131664276,0.6776696872711182,0.6522246032953263,17.413515477138596,0.48308773085474965
3,0.9976171875,0.018079284355044366,0.7131084680557251,0.713834798336029,18.502369000415104,0.5122670452296734
4,0.9962676048278809,0.01504271201789379,0.5929738593101501,0.5902796602249145,19.60695667851241,0.5487056940793991
5,0.9763055610656738,0.01537804163992405,0.47379615902900696,0.45146989583969116,19.27610451867867,0.5469822180271149
6,0.9956854820251465,0.015095908865332604,0.5403189992904663,0.5316659927368164,19.288839689021618,0.5405122950673104
7,1.001185235977173,0.01333890926092863,0.6689874839782715,0.6706257629394531,20.392585882899116,0.5763605871796608
8,0.9900719594955444,0.011965344399213792,0.732677230834961,0.72937340259552,19.787664233128034,0.5664411622285843
9,0.9964924097061157,0.012021639160811901,0.7523635721206665,0.7503876209259033,21.196648567258816,0.5837924370169639
10,0.9995356464385986,0.010871330574154854,0.6365108346939087,0.6369570064544677,21.039747058977248,0.5941969132423401
11,0.9860490870475769,0.011637631803750992,0.5404322791099548,0.5299382328987121,19.452239780326664,0.589416787326336
12,1.0021238660812377,0.012287156395614148,0.5600945806503296,0.5632019186019898,17.772084202471696,0.5582181458175183
13,0.9910709953308106,0.011922175996005535,0.6451274514198303,0.6395032978057862,20.001500381444338,0.5883100819587708
14,0.9946784377098083,0.01060783613473177,0.723270230293274,0.7208137750625611,19.238536601654395,0.5974099692702294
15,1.0036205530166626,0.00994872123003006,0.7461647987365723,0.7551826858520507,20.84594712613583,0.6181086990237236
16,1.006461181640625,0.010378419384360314,0.6555838704109191,0.665242383480072,20.70044493365087,0.6120147892832756
17,0.9828397703170776,0.00979866474866867,0.618738124370575,0.6032425498962403,19.865608549408837,0.607747158408165
18,0.992154278755188,0.008983380571007728,0.7228676891326904,0.7156229639053344,20.8834341771867,0.6249947652220726
19,1.0041920924186707,0.008686338812112808,0.6664170265197754,0.6751944708824158,20.60867194301494,0.628592654466629
20,0.9961328721046447,0.00815838623791933,0.6294213700294494,0.6263868308067322,20.977356436719134,0.6292760154604912
21,0.9916291236877441,0.008576925918459892,0.6663454699516297,0.6597312927246094,18.938438234694598,0.615647232234478
22,1.0050847053527832,0.009021207019686698,0.8354909157752991,0.8360111856460571,20.427009831047155,0.6359192624688148
23,1.0057911634445191,0.009226457625627517,0.7865111637115478,0.7932540893554687,20.718669282484296,0.6188899177312851
24,1.0035642862319947,0.008793568536639214,0.7457665538787842,0.7536559772491455,20.805748894239784,0.6369001483917236
25,0.9997875666618348,0.00851508777588606,0.7242676210403443,0.7270998644828797,20.65776292124265,0.6229238167405129
26,1.0134881830215454,0.007764740735292435,0.6180767130851745,0.6359231567382813,20.01923307690772,0.6192372134327888
27,1.0111366057395934,0.00797582060098648,0.6281280875205993,0.6393267178535461,20.371480523681594,0.6212817397713661
28,1.0027602696418763,0.008180738240480424,0.7120781183242798,0.7194714045524597,20.293588180560267,0.6213671499490738
29,1.0023871231079102,0.008054122496396303,0.6918008899688721,0.6966780138015747,20.457244016483877,0.6360196042060852
30,1.0095109915733338,0.0075339778885245325,0.7368909025192261,0.7468772578239441,19.968965044439916,0.6114402079582214
31,1.0064386558532714,0.007394710555672646,0.7111143231391907,0.7202555751800537,19.856566244206054,0.6236181336641312
32,0.9987546634674073,0.008279167674481868,0.6796039867401124,0.6813277435302735,19.142765529967257,0.6063866397738457
33,1.0089737892150878,0.007420545071363449,0.5281890809535981,0.5341448783874512,20.112557207549564,0.6181975916028023
34,0.9964819240570069,0.007494613267481327,0.38694928407669066,0.3876305818557739,19.676682989530452,0.6147397997975349
35,0.997815260887146,0.007818633168935775,0.39497881174087524,0.3983498752117157,19.766978904776387,0.6084224519133568
36,1.0025064873695373,0.008361693248152733,0.3913320660591125,0.3984044861793518,18.440237849581173,0.5787479630112649
37,0.9988321423530578,0.00775592852383852,0.4749227237701416,0.47624476671218874,18.424701495870536,0.5979159781336785
38,0.9954481554031372,0.00821225218474865,0.5377435922622681,0.5391698789596557,18.629545530409633,0.5934061622619629
39,1.0018616247177123,0.008668316379189491,0.47949615597724915,0.48208569407463076,18.89153536012953,0.5969974982738495
40,1.002155783176422,0.007704240307211876,0.5198176312446594,0.5217560696601867,19.12376003165946,0.604560227394104
41,1.0012233018875123,0.007110492754727602,0.5628095650672913,0.5715429186820984,18.678194382142205,0.5970919877290726
42,1.0024320483207703,0.007410189919173717,0.5300035643577575,0.5349171566963196,18.209201288359655,0.5896423810720444
43,0.9976582217216492,0.00831846047192812,0.482932995557785,0.4900647592544556,17.967617594401283,0.570319129228592
44,0.9926135325431824,0.007748015969991684,0.33450831830501554,0.33088775515556335,17.773885257166736,0.5727330827713013
45,0.9968709945678711,0.007565709631890059,0.07117556035518646,0.07384309381246566,17.670075588558745,0.5711007395386696
46,0.9900978708267212,0.0078058488853275775,0.12145061433315277,0.11495956584811211,18.19791265929168,0.5807466217875481
47,0.993925371170044,0.007389259487390518,0.09717813551425934,0.0930945485830307,18.086060003716984,0.5780347809195518
48,0.9962450504302979,0.007751583755016327,0.017340665065734572,0.015111699467428914,17.308114609706543,0.5587943869829178
49,1.0000022411346436,0.008132331520318985,3.4765640465694858e-06,5.496154667525843e-06,17.251187500619423,0.5568656575679779
50,1.000000114440918,0.00816800992935896,1.0602766066512003e-05,8.861104845934164e-06,18.26117133082237,0.5906086379289627
51,0.9999991011619568,0.007894591465592384,1.1789021696113622e-05,1.7637492765949502e-05,16.73353372434278,0.5440200418233871
52,0.9999989032745361,0.008062532171607018,8.485610195521076e-06,7.802874465241417e-06,17.173894138208514,0.5639675462245941
53,0.9999968147277832,0.007740776091814041,8.72844890182023e-06,7.617228457803549e-06,17.337153291544155,0.5599835088849068
54,1.0000003314018249,0.007448395900428295,4.022600199427018e-06,3.871907134680441e-06,17.06396263169062,0.5473039674758912
55,0.9999986124038697,0.007543101161718369,1.2846569392976902e-05,8.109710138874959e-06,16.666471198381753,0.5377289417386055
56,0.9999974775314331,0.007411549724638462,9.435569513271957e-06,7.288725096259441e-06,16.965590857445545,0.550510351061821
