Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9771504926681519,0.0408433423191309,0.4444744086265564,0.42719302177429197,17.499971883983402,0.2923463138192892
2,0.9714017415046692,0.018912031017243862,0.6586945581436158,0.6451788902282715,17.713174919124352,0.417287580370903
3,0.9800251340866089,0.015326655432581902,0.5224892807006836,0.5025278186798096,19.76845992471525,0.5381683640182018
4,0.9985138607025147,0.0125449388474226,0.5242900061607361,0.5149021148681641,20.351242784738414,0.5527993008494377
5,0.9778295516967773,0.011039539389312267,0.53951078414917,0.5206233286857604,21.951811682988055,0.6110640692710877
6,0.9875457549095153,0.01136774342507124,0.6301778721809387,0.6232763934135437,21.247263949153677,0.6223786547780037
7,0.993784818649292,0.010893396995961667,0.6993643856048584,0.6982114791870118,21.25185415730002,0.6283321556448936
8,0.9871285581588745,0.01041122805327177,0.6045107650756836,0.5874002599716186,21.526174133643472,0.6435905295610428
9,1.0078692245483398,0.009531570877879859,0.6770189070701599,0.6870436000823975,20.573559374870865,0.6435707440972328
10,1.0093825912475587,0.009251908473670483,0.5356342244148254,0.5449136996269226,21.885671402802956,0.6619482493400574
11,1.0265898275375367,0.009685147553682327,0.3413637220859528,0.3632293736934662,19.832275804606603,0.6374418604373931
12,1.0016221284866333,0.008826332502067089,0.37888503193855283,0.3842833435535431,21.72311093303793,0.6621684980392456
13,1.0247978973388672,0.008748377896845341,0.31656330585479736,0.3323238694667816,21.102995235727423,0.6517371651530266
14,1.0116614866256715,0.009415714293718338,0.39966596364974977,0.41369023084640505,19.803451941935958,0.6263554960489273
15,0.9991895389556885,0.009306017626076937,0.46050291538238525,0.4643554615974426,20.320674393153833,0.6621359944343567
16,1.0080931758880616,0.008633698634803295,0.3543884897232056,0.3587622570991516,21.10412188586273,0.6605893802642823
17,0.9981804609298706,0.00781870000064373,0.3862903892993927,0.38636439919471743,19.927190014449703,0.6372876113653183
18,1.0019103741645814,0.008046799041330814,0.39077765464782716,0.39343647718429564,19.610885400185033,0.6329576858878135
19,1.0030392265319825,0.007487776428461075,0.43426234483718873,0.4424223780632019,19.545127990744117,0.6407102885842323
20,0.9953019046783447,0.007265587039291858,0.49436479806900024,0.4953171384334564,18.56291023901328,0.6073580813407898
21,0.9998499655723572,0.007464204374700785,0.4113224816322327,0.4121216154098511,18.255341341797696,0.595099201798439
22,1.00700439453125,0.007645950466394424,0.34658638715744017,0.35254846334457396,18.573582665862528,0.6059845051169396
23,1.0004527187347412,0.007660998497158289,0.348574675321579,0.34928771734237674,18.777952985232098,0.6109247097373008
24,0.9996178436279297,0.007054639887064696,0.32872239112854,0.3325741457939148,18.001106534310725,0.5965267968177795
25,1.002852725982666,0.007696078680455684,0.3461947536468506,0.347483377456665,18.306602949498718,0.5978468486666679
26,0.9948029613494873,0.006989733949303627,0.3392644929885864,0.3354197752475738,17.70371133460868,0.5812123626470566
27,1.007696328163147,0.006986031364649534,0.3601972556114197,0.36796138286590574,17.7960956854893,0.5808595016598701
28,0.9974026584625244,0.007390061467885971,0.36262026309967044,0.3619204843044281,18.16984030489737,0.5925362786650658
29,0.9988753914833068,0.0077226639352738855,0.34179588556289675,0.3406324195861816,16.970092849794458,0.5557947584986687
30,1.0121628665924072,0.007101424746215343,0.29621228456497195,0.3075731325149536,16.765405731581826,0.562087088227272
31,0.9986145973205567,0.007941590324044227,0.26083910822868345,0.2605253231525421,16.446754820668357,0.540864737033844
32,1.0059032249450683,0.007870751060545444,0.1988818210363388,0.2059485423564911,16.870182539646546,0.5515903812646866
33,0.9988389921188354,0.008036928214132787,0.0936670982837677,0.0959486848115921,16.552369900647022,0.5390831583738327
34,1.0054286527633667,0.007280459050089121,0.17204540371894836,0.17858734607696533,15.976537915050677,0.5122331976890564
35,1.0009805059432983,0.006721368636935949,0.19728137373924257,0.19887430846691131,15.607878807670135,0.5013976657390594
36,1.0000414800643922,0.007103338465094566,0.19578754544258117,0.19653134405612946,15.506506300293776,0.4978144344687462
37,1.0009959959983825,0.006938192527741194,0.20239215731620788,0.20885174751281738,16.1756698754801,0.5325634956359864
38,1.004049196243286,0.007330489754676819,0.2295091426372528,0.233821040391922,15.183126792659909,0.49035659044981
39,0.9952233791351318,0.006769595965743065,0.302463583946228,0.2974388599395752,15.008269064144217,0.4865280470252037
